"Gene","Direction"
"TBC1D12","Hypomethylated"
"RNU7-94P","Hypomethylated"
"BOD1","Hypomethylated"
"AL592166.1","Hypomethylated"
"RPS8","Hypomethylated"
"SNORD55","Hypomethylated"
"SNORD46","Hypomethylated"
"SNORD38A","Hypomethylated"
"SNORD38B","Hypomethylated"
"LINC02111","Hypomethylated"
"TRAM1L1","Hypomethylated"
"AC048380.1","Hypomethylated"
"CREB1","Hypomethylated"
"ZNF383","Hypomethylated"
"AC016590.1","Hypomethylated"
"MS4A1","Hypomethylated"
"AL591222.1","Hypomethylated"
"BEAN1-AS1","Hypomethylated"
"LINC01907","Hypomethylated"
"AL596218.1","Hypomethylated"
"PBX2P1","Hypomethylated"
"AC124254.2","Hypomethylated"
"AC090114.3","Hypomethylated"
"C12orf29","Hypomethylated"
"AC005336.2","Hypomethylated"
"AP003100.2","Hypomethylated"
"ZNF160","Hypomethylated"
"AC096536.2","Hypomethylated"
"DHCR24-DT","Hypomethylated"
"FBXW9","Hypomethylated"
"TEX48","Hypomethylated"
"KRTAP10-8","Hypomethylated"
"THUMPD3-AS1","Hypomethylated"
"UBL7","Hypomethylated"
"ALPG","Hypomethylated"
"AF279873.4","Hypomethylated"
"AC046185.1","Hypomethylated"
"DSG1","Hypomethylated"
"AC121764.3","Hypomethylated"
"AC006960.2","Hypomethylated"
"AC121761.1","Hypomethylated"
"LINC01954","Hypomethylated"
"LINC01100","Hypomethylated"
"AC017028.2","Hypomethylated"
"AC020629.1","Hypomethylated"
"SERP1","Hypomethylated"
"EIF2A","Hypomethylated"
"GPR52","Hypomethylated"
"ZCCHC9","Hypomethylated"
"ING4","Hypomethylated"
"MOB1A","Hypomethylated"
"AL354833.2","Hypomethylated"
"PISRT1","Hypomethylated"
"AC119740.1","Hypomethylated"
"AL162719.1","Hypomethylated"
"LINC01535","Hypomethylated"
"PES1P1","Hypomethylated"
"MIR6845","Hypomethylated"
"LINC02296","Hypomethylated"
"AL450338.2","Hypomethylated"
"AC097375.2","Hypomethylated"
"NPAP1","Hypomethylated"
"SNORD116-19","Hypomethylated"
"SEC63","Hypomethylated"
"LARGE-IT1","Hypomethylated"
"MYCBP2-AS1","Hypomethylated"
"AC001226.1","Hypomethylated"
"TEDDM1","Hypomethylated"
"AL137847.2","Hypomethylated"
"AC130467.1","Hypomethylated"
"AC105150.1","Hypomethylated"
"CCL2","Hypomethylated"
"NEU3","Hypomethylated"
"USP33","Hypomethylated"
"AL358876.1","Hypomethylated"
"PTPRVP","Hypomethylated"
"CSPG4BP","Hypomethylated"
"KIAA0408","Hypomethylated"
"CD22","Hypomethylated"
"AC073896.2","Hypomethylated"
"PAPPA-AS2","Hypomethylated"
"FKBP8","Hypomethylated"
"DIMT1","Hypomethylated"
"DCAF4L1","Hypomethylated"
"SLC22A13","Hypomethylated"
"OR6C68","Hypomethylated"
"SEMA3G","Hypomethylated"
"AL139385.1","Hypomethylated"
"AC140912.1","Hypomethylated"
"BPNT1","Hypomethylated"
"OR51A7","Hypomethylated"
"NUGGC","Hypomethylated"
"AC234917.3","Hypomethylated"
"AL356753.1","Hypomethylated"
"TRARG1","Hypomethylated"
"TKTL2","Hypomethylated"
"SAMD9","Hypomethylated"
"PRPF31","Hypomethylated"
"SLC25A47","Hypomethylated"
"LINC00433","Hypomethylated"
"AL445984.2","Hypomethylated"
"DLD","Hypomethylated"
"FAM180B","Hypomethylated"
"LINC02471","Hypomethylated"
"AC009117.2","Hypomethylated"
"RHPN1-AS1","Hypomethylated"
"LINC02300","Hypomethylated"
"TEX261","Hypomethylated"
"AC007040.1","Hypomethylated"
"AC009163.3","Hypomethylated"
"CHST5","Hypomethylated"
"FOLH1","Hypomethylated"
"AC008267.1","Hypomethylated"
"ZNNT1","Hypomethylated"
"CMBL","Hypomethylated"
"AC105180.1","Hypomethylated"
"FRG1-DT","Hypomethylated"
"IFNA2","Hypomethylated"
"ANG","Hypomethylated"
"RNASE4","Hypomethylated"
"AL163636.1","Hypomethylated"
"HYAL4","Hypomethylated"
"LINC02583","Hypomethylated"
"N6AMT1","Hypomethylated"
"SENP7","Hypomethylated"
"UBA6","Hypomethylated"
"ZNF544","Hypomethylated"
"LINC01609","Hypomethylated"
"TRIM75P","Hypomethylated"
"AC025569.1","Hypomethylated"
"BET1-AS1","Hypomethylated"
"LACRT","Hypomethylated"
"GOPC","Hypomethylated"
"DPH6-DT","Hypomethylated"
"MIR887","Hypomethylated"
"AC104809.1","Hypomethylated"
"TMEM161A","Hypomethylated"
"ACTE1P","Hypomethylated"
"SPDYE4","Hypomethylated"
"KRT74","Hypomethylated"
"AC025947.1","Hypomethylated"
"TMPRSS7","Hypomethylated"
"ZNF426","Hypomethylated"
"ZNF426-DT","Hypomethylated"
"AL357874.1","Hypomethylated"
"IFI27","Hypomethylated"
"VRK3","Hypomethylated"
"AC105224.1","Hypomethylated"
"CHRM4","Hypomethylated"
"LINC02124","Hypomethylated"
"LINC02647","Hypomethylated"
"AC025428.1","Hypomethylated"
"ITIH3","Hypomethylated"
"LINC00989","Hypomethylated"
"AC110992.1","Hypomethylated"
"MIR151A","Hypomethylated"
"AC110014.1","Hypomethylated"
"MIR3664","Hypomethylated"
"PDHB","Hypomethylated"
"AC135507.1","Hypomethylated"
"AC135782.3","Hypomethylated"
"PLA2G10","Hypomethylated"
"AC006030.1","Hypomethylated"
"SLC4A5","Hypomethylated"
"ZNF738","Hypomethylated"
"C8orf48","Hypomethylated"
"AP005233.1","Hypomethylated"
"MAP3K19","Hypomethylated"
"HIGD1B","Hypomethylated"
"STK36","Hypomethylated"
"AC022098.2","Hypomethylated"
"MIR190A","Hypomethylated"
"MIR6854","Hypomethylated"
"UTP6","Hypomethylated"
"AC004253.1","Hypomethylated"
"EXD2","Hypomethylated"
"SLC7A13","Hypomethylated"
"AL035660.1","Hypomethylated"
"AL390242.1","Hypomethylated"
"SUMO3","Hypomethylated"
"AC026462.3","Hypomethylated"
"AC026462.2","Hypomethylated"
"KMO","Hypomethylated"
"LINC00345","Hypomethylated"
"AC095350.1","Hypomethylated"
"ANP32AP1","Hypomethylated"
"FCRLA","Hypomethylated"
"MIR6881","Hypomethylated"
"BPHL","Hypomethylated"
"AL031963.1","Hypomethylated"
"FAM30A","Hypomethylated"
"AC010223.1","Hypomethylated"
"MSRB1P1","Hypomethylated"
"LINC01206","Hypomethylated"
"AC100825.1","Hypomethylated"
"HNRNPFP1","Hypomethylated"
"LINC00430","Hypomethylated"
"SLC10A5","Hypomethylated"
"SALL4P5","Hypomethylated"
"DEFB126","Hypomethylated"
"PRR23B","Hypomethylated"
"AC007099.1","Hypomethylated"
"AC016526.2","Hypomethylated"
"COMTD1","Hypomethylated"
"RNU6-369P","Hypomethylated"
"SPATA20P1","Hypomethylated"
"MRPL20","Hypomethylated"
"AC007066.3","Hypomethylated"
"DPPA4","Hypomethylated"
"GOLGA5","Hypomethylated"
"SELENOS","Hypomethylated"
"OR6B1","Hypomethylated"
"NEDD8","Hypomethylated"
"GMPR2","Hypomethylated"
"ARHGEF7-IT1","Hypomethylated"
"LMLN2","Hypomethylated"
"FLJ20021","Hypomethylated"
"AC091906.1","Hypomethylated"
"AP002748.4","Hypomethylated"
"LINC02383","Hypomethylated"
"KRT10","Hypomethylated"
"IGSF21-AS1","Hypomethylated"
"CAVIN4","Hypomethylated"
"AC129915.3","Hypomethylated"
"AL109837.2","Hypomethylated"
"CELF2-DT","Hypomethylated"
"AL109837.3","Hypomethylated"
"AP001350.2","Hypomethylated"
"PCTP","Hypomethylated"
"AC138473.1","Hypomethylated"
"ZNF408","Hypomethylated"
"AL137182.1","Hypomethylated"
"LINC01427","Hypomethylated"
"AL160287.1","Hypomethylated"
"FAM83A-AS1","Hypomethylated"
"AL132655.2","Hypomethylated"
"MIR296","Hypomethylated"
"MIR298","Hypomethylated"
"IGLJ4","Hypomethylated"
"IGLC4","Hypomethylated"
"AC034231.1","Hypomethylated"
"FMO3","Hypomethylated"
"MIR1295A","Hypomethylated"
"MIR1295B","Hypomethylated"
"TRIML2","Hypomethylated"
"MYH15","Hypomethylated"
"AC087477.5","Hypomethylated"
"AC004784.1","Hypomethylated"
"PSG11","Hypomethylated"
"CTSV","Hypomethylated"
"AL033523.1","Hypomethylated"
"RNU6-678P","Hypomethylated"
"KLF14","Hypomethylated"
"AL121929.2","Hypomethylated"
"AC069209.2","Hypomethylated"
"CERT1","Hypomethylated"
"LRP1-AS","Hypomethylated"
"MIR5703","Hypomethylated"
"LINC00244","Hypomethylated"
"RNU7-95P","Hypomethylated"
"GNB4","Hypomethylated"
"AC007620.1","Hypomethylated"
"SDHAF3","Hypomethylated"
"AC020743.2","Hypomethylated"
"ALDH8A1","Hypomethylated"
"AC009803.1","Hypomethylated"
"CRX","Hypomethylated"
"KCNMB1","Hypomethylated"
"KCNIP1-OT1","Hypomethylated"
"MMP10","Hypomethylated"
"AC129926.2","Hypomethylated"
"EXOSC3","Hypomethylated"
"C2orf91","Hypomethylated"
"LINC02455","Hypomethylated"
"AP001062.3","Hypomethylated"
"NAIF1","Hypomethylated"
"IQCM","Hypomethylated"
"MIR139","Hypomethylated"
"AC105265.3","Hypomethylated"
"ISCA2","Hypomethylated"
"SLC5A4","Hypomethylated"
"ATP6V1E1","Hypomethylated"
"TP73-AS3","Hypomethylated"
"PLAC4","Hypomethylated"
"AC011901.1","Hypomethylated"
"AC099796.2","Hypomethylated"
"LINC02784","Hypomethylated"
"CFAP206","Hypomethylated"
"AP000820.2","Hypomethylated"
"AC008534.1","Hypomethylated"
"STX7","Hypomethylated"
"TICAM1","Hypomethylated"
"CCL26","Hypomethylated"
"CEP192","Hypomethylated"
"RNASE10","Hypomethylated"
"ZC3H13","Hypomethylated"
"CPB2","Hypomethylated"
"AC008738.4","Hypomethylated"
"RNA5-8SP4","Hypomethylated"
"PCAT7","Hypomethylated"
"FBP2","Hypomethylated"
"AP000894.3","Hypomethylated"
"AP000894.2","Hypomethylated"
"AC138470.2","Hypomethylated"
"ZNF226","Hypomethylated"
"KRT20","Hypomethylated"
"SCFD1","Hypomethylated"
"AP000253.1","Hypomethylated"
"SOD1","Hypomethylated"
"IL9","Hypomethylated"
"BRIX1","Hypomethylated"
"AL034351.3","Hypomethylated"
"AC008705.2","Hypomethylated"
"LINC02537","Hypomethylated"
"C2orf78","Hypomethylated"
"GPR151","Hypomethylated"
"ERCC5","Hypomethylated"
"TMEM175","Hypomethylated"
"LDAH","Hypomethylated"
"SENP5","Hypomethylated"
"GMFG","Hypomethylated"
"RSPH4A","Hypomethylated"
"RGS1","Hypomethylated"
"AL138927.1","Hypomethylated"
"SCG5-AS1","Hypomethylated"
"AC005293.1","Hypomethylated"
"SNORD98","Hypomethylated"
"ANKRD11P1","Hypomethylated"
"DPPA2","Hypomethylated"
"AP000290.1","Hypomethylated"
"MIR324","Hypomethylated"
"HERPUD2","Hypomethylated"
"AC018647.2","Hypomethylated"
"UCHL5","Hypomethylated"
"RO60","Hypomethylated"
"SAG","Hypomethylated"
"LINC01722","Hypomethylated"
"AL078623.1","Hypomethylated"
"RNA5SP481","Hypomethylated"
"LINC01561","Hypomethylated"
"AC092130.1","Hypomethylated"
"PRSS54","Hypomethylated"
"EMID1","Hypomethylated"
"MIR642A","Hypomethylated"
"MIR642B","Hypomethylated"
"SCAND1","Hypomethylated"
"CNBD2","Hypomethylated"
"LINC02682","Hypomethylated"
"PTPDC1","Hypomethylated"
"AC022433.1","Hypomethylated"
"AC051619.6","Hypomethylated"
"AC051619.7","Hypomethylated"
"AC011487.1","Hypomethylated"
"AC011487.3","Hypomethylated"
"AC084116.1","Hypomethylated"
"AC023442.3","Hypomethylated"
"PNLIPRP1","Hypomethylated"
"RPS15A","Hypomethylated"
"AC138811.2","Hypomethylated"
"AC087855.2","Hypomethylated"
"OR13E1P","Hypomethylated"
"AC080078.1","Hypomethylated"
"PPP1R2P2","Hypomethylated"
"MIR6784","Hypomethylated"
"AC005609.3","Hypomethylated"
"TRBV1","Hypomethylated"
"AC012186.1","Hypomethylated"
"AC112693.1","Hypomethylated"
"CYMP","Hypomethylated"
"CYMP-AS1","Hypomethylated"
"CTRC","Hypomethylated"
"HECW1-IT1","Hypomethylated"
"IMPA1","Hypomethylated"
"LINC01913","Hypomethylated"
"CCR8","Hypomethylated"
"AL021155.2","Hypomethylated"
"ASGR2","Hypomethylated"
"GJB7","Hypomethylated"
"RPUSD3","Hypomethylated"
"EEF1A1P21","Hypomethylated"
"TNFRSF13B","Hypomethylated"
"AC005252.3","Hypomethylated"
"AC106870.1","Hypomethylated"
"AL355472.3","Hypomethylated"
"COA6-AS1","Hypomethylated"
"COA6","Hypomethylated"
"LINC02367","Hypomethylated"
"PCDHB9","Hypomethylated"
"AC021066.1","Hypomethylated"
"AC068544.2","Hypomethylated"
"ZNF300P1","Hypomethylated"
"RN7SL111P","Hypomethylated"
"HBB","Hypomethylated"
"AC087664.1","Hypomethylated"
"SPINK6","Hypomethylated"
"AC090771.2","Hypomethylated"
"RNA5SP229","Hypomethylated"
"LINC00905","Hypomethylated"
"SNX33P1","Hypomethylated"
"AC004790.1","Hypomethylated"
"ZRANB2","Hypomethylated"
"MIR186","Hypomethylated"
"LINC00544","Hypomethylated"
"RNU6-294P","Hypomethylated"
"ZNF641","Hypomethylated"
"AC090115.1","Hypomethylated"
"AL627422.1","Hypomethylated"
"BLZF1","Hypomethylated"
"CCDC148-AS1","Hypomethylated"
"FBXO8","Hypomethylated"
"CEP44","Hypomethylated"
"METRN","Hypomethylated"
"CASP4","Hypomethylated"
"AC093866.1","Hypomethylated"
"VPS37D","Hypomethylated"
"NAPEPLD","Hypomethylated"
"MYOT","Hypomethylated"
"GCM1","Hypomethylated"
"RNU6-351P","Hypomethylated"
"FGF21","Hypomethylated"
"MS4A5","Hypomethylated"
"CD44-AS1","Hypomethylated"
"TTC1","Hypomethylated"
"AL139288.2","Hypomethylated"
"RNA5SP385","Hypomethylated"
"AL354919.1","Hypomethylated"
"YIPF3","Hypomethylated"
"AL672142.1","Hypomethylated"
"DOLK","Hypomethylated"
"ZNF776","Hypomethylated"
"LINC01620","Hypomethylated"
"LUZP2","Hypomethylated"
"AL357936.1","Hypomethylated"
"AC012404.1","Hypomethylated"
"AC008446.1","Hypomethylated"
"RPL13A","Hypomethylated"
"SNORD32A","Hypomethylated"
"SNORD33","Hypomethylated"
"SNORD34","Hypomethylated"
"SNORD35A","Hypomethylated"
"DEFA5","Hypomethylated"
"SPATA48","Hypomethylated"
"OR9G4","Hypomethylated"
"MIR6128","Hypomethylated"
"SNORD115-47","Hypomethylated"
"KRT19P2","Hypomethylated"
"MIR492","Hypomethylated"
"CCDC200","Hypomethylated"
"AC099681.3","Hypomethylated"
"PGM3","Hypomethylated"
"RWDD2A","Hypomethylated"
"GORASP1","Hypomethylated"
"TTC21A","Hypomethylated"
"AC068898.1","Hypomethylated"
"AC090376.1","Hypomethylated"
"AC009090.6","Hypomethylated"
"ZNF445","Hypomethylated"
"PCDH9-AS4","Hypomethylated"
"MIR6765","Hypomethylated"
"AL022341.1","Hypomethylated"
"GABARAP","Hypomethylated"
"AC120057.2","Hypomethylated"
"AC120057.3","Hypomethylated"
"OR8K3","Hypomethylated"
"TREH","Hypomethylated"
"MIR6716","Hypomethylated"
"LINC00921","Hypomethylated"
"PITPNM2-AS1","Hypomethylated"
"THRAP3P1","Hypomethylated"
"AC090692.1","Hypomethylated"
"AC010894.3","Hypomethylated"
"SLC39A12","Hypomethylated"
"ART1","Hypomethylated"
"CHRNA10","Hypomethylated"
"MIR101-1","Hypomethylated"
"ALDOB","Hypomethylated"
"AP000892.3","Hypomethylated"
"AL450332.1","Hypomethylated"
"DIP2A-IT1","Hypomethylated"
"AP003174.1","Hypomethylated"
"AC103563.9","Hypomethylated"
"AL157829.1","Hypomethylated"
"AC026904.1","Hypomethylated"
"AC012485.2","Hypomethylated"
"AL589765.1","Hypomethylated"
"CD7","Hypomethylated"
"NCKAP5-IT1","Hypomethylated"
"AC114730.3","Hypomethylated"
"AC069133.1","Hypomethylated"
"AC093151.2","Hypomethylated"
"AC087893.3","Hypomethylated"
"AC011773.2","Hypomethylated"
"AC009411.1","Hypomethylated"
"AC093010.2","Hypomethylated"
"MIR568","Hypomethylated"
"DHX38","Hypomethylated"
"AC010307.4","Hypomethylated"
"AC010878.1","Hypomethylated"
"AL512634.1","Hypomethylated"
"SLC14A2-AS1","Hypomethylated"
"CCDC47","Hypomethylated"
"AC009403.1","Hypomethylated"
"SIGLEC11","Hypomethylated"
"MIR1272","Hypomethylated"
"ARHGAP22-IT1","Hypomethylated"
"BX322557.1","Hypomethylated"
"SNAPIN","Hypomethylated"
"AP000866.5","Hypomethylated"
"EIF3J-DT","Hypomethylated"
"EIF3J","Hypomethylated"
"STMP1","Hypomethylated"
"AC009227.1","Hypomethylated"
"MIR181A2","Hypomethylated"
"MIR181B2","Hypomethylated"
"MIR1243","Hypomethylated"
"CDH15","Hypomethylated"
"AC087164.1","Hypomethylated"
"RNA5SP355","Hypomethylated"
"MESTP1","Hypomethylated"
"ARLNC1","Hypomethylated"
"AC017000.1","Hypomethylated"
"POLR3K","Hypomethylated"
"KRT17P8","Hypomethylated"
"AF127936.1","Hypomethylated"
"AL031291.1","Hypomethylated"
"AL359317.2","Hypomethylated"
"AL357093.2","Hypomethylated"
"AC110048.2","Hypomethylated"
"RPLP0","Hypomethylated"
"CAP1P2","Hypomethylated"
"ZNF485","Hypomethylated"
"ZNF652","Hypomethylated"
"MYH6","Hypomethylated"
"MIR208A","Hypomethylated"
"SAMD7","Hypomethylated"
"ALDOC","Hypomethylated"
"TCTE3","Hypomethylated"
"ERMARD","Hypomethylated"
"AL451164.2","Hypomethylated"
"PITRM1-AS1","Hypomethylated"
"AC013402.3","Hypomethylated"
"AC092652.2","Hypomethylated"
"TOMM20P2","Hypomethylated"
"MRPL37","Hypomethylated"
"ISX","Hypomethylated"
"TMEM222","Hypomethylated"
"NKG7","Hypomethylated"
"ZNF579","Hypomethylated"
"RPE65","Hypomethylated"
"RPS2P45","Hypomethylated"
"KBTBD2","Hypomethylated"
"AL096869.1","Hypomethylated"
"AC103563.8","Hypomethylated"
"MARK2P11","Hypomethylated"
"AC008677.1","Hypomethylated"
"GAPT","Hypomethylated"
"CD80","Hypomethylated"
"C3orf35","Hypomethylated"
"AC083805.3","Hypomethylated"
"RARRES2P7","Hypomethylated"
"KRTDAP","Hypomethylated"
"AC100788.1","Hypomethylated"
"AC090617.4","Hypomethylated"
"AL121985.3","Hypomethylated"
"AL121985.2","Hypomethylated"
"AL160272.1","Hypomethylated"
"BTF3P11","Hypomethylated"
"C11orf40","Hypomethylated"
"LINC02246","Hypomethylated"
"LINC02515","Hypomethylated"
"AC099342.1","Hypomethylated"
"REG3A","Hypomethylated"
"BPIFB5P","Hypomethylated"
"ZNF829","Hypomethylated"
"LINC02720","Hypomethylated"
"AL391811.1","Hypomethylated"
"FTH1P10","Hypomethylated"
"AC026785.2","Hypomethylated"
"BCDIN3D","Hypomethylated"
"TRAV23DV6","Hypomethylated"
"CCT8","Hypomethylated"
"LINC00304","Hypomethylated"
"AP001610.3","Hypomethylated"
"COQ10B","Hypomethylated"
"LINC00601","Hypomethylated"
"LRRC69","Hypomethylated"
"TOP3A","Hypomethylated"
"MIR26A2","Hypomethylated"
"DDOST","Hypomethylated"
"NALCN-AS1","Hypomethylated"
"AC108471.2","Hypomethylated"
"AL359378.1","Hypomethylated"
"GUSBP11","Hypomethylated"
"AP000347.1","Hypomethylated"
"RGL4","Hypomethylated"
"C5orf47","Hypomethylated"
"LYG1","Hypomethylated"
"AC021517.1","Hypomethylated"
"AC091151.2","Hypomethylated"
"OR6C4","Hypomethylated"
"SIRPG-AS1","Hypomethylated"
"STAP1","Hypomethylated"
"TRAJ33","Hypomethylated"
"TRAJ32","Hypomethylated"
"AC108448.1","Hypomethylated"
"MYOM1","Hypomethylated"
"AP005329.2","Hypomethylated"
"LINC00524","Hypomethylated"
"LINC02178","Hypomethylated"
"LINC02060","Hypomethylated"
"AC091826.2","Hypomethylated"
"AC093904.3","Hypomethylated"
"AC015914.1","Hypomethylated"
"AC007620.2","Hypomethylated"
"AC078883.1","Hypomethylated"
"PDK1","Hypomethylated"
"GSDMB","Hypomethylated"
"AL590483.1","Hypomethylated"
"RAB18","Hypomethylated"
"TPH2","Hypomethylated"
"AC037459.4","Hypomethylated"
"HACL1","Hypomethylated"
"AC091849.2","Hypomethylated"
"LINC00163","Hypomethylated"
"LINC00440","Hypomethylated"
"DMP1","Hypomethylated"
"AC126915.1","Hypomethylated"
"GNG5","Hypomethylated"
"AC092617.1","Hypomethylated"
"PRLH","Hypomethylated"
"LINC02116","Hypomethylated"
"RFPL4B","Hypomethylated"
"ZNF684","Hypomethylated"
"TTLL1","Hypomethylated"
"C8orf17","Hypomethylated"
"LINC02011","Hypomethylated"
"AC022081.1","Hypomethylated"
"ATRN","Hypomethylated"
"LINC01989","Hypomethylated"
"AC005549.1","Hypomethylated"
"AC099778.1","Hypomethylated"
"AC009301.1","Hypomethylated"
"GJD2","Hypomethylated"
"AC144548.1","Hypomethylated"
"SLC37A4","Hypomethylated"
"MIR4287","Hypomethylated"
"SRA1","Hypomethylated"
"EIF4EBP3","Hypomethylated"
"AC012506.4","Hypomethylated"
"STK32A-AS1","Hypomethylated"
"SCARNA4","Hypomethylated"
"LINC02622","Hypomethylated"
"LINC01532","Hypomethylated"
"AC116158.2","Hypomethylated"
"AC093909.1","Hypomethylated"
"TMEM25","Hypomethylated"
"RABGGTA","Hypomethylated"
"AL096870.10","Hypomethylated"
"FABP3P2","Hypomethylated"
"GIP","Hypomethylated"
"RNU6-48P","Hypomethylated"
"ACTG1P20","Hypomethylated"
"APOC1P1","Hypomethylated"
"GZF1","Hypomethylated"
"LINC02775","Hypomethylated"
"NFKBIB","Hypomethylated"
"CCER2","Hypomethylated"
"AC015853.3","Hypomethylated"
"SLC25A36","Hypomethylated"
"LINC01149","Hypomethylated"
"AC079385.3","Hypomethylated"
"DCT","Hypomethylated"
"AC073578.1","Hypomethylated"
"LINC01364","Hypomethylated"
"YIPF5","Hypomethylated"
"LINC01070","Hypomethylated"
"TNFSF18","Hypomethylated"
"AL355390.2","Hypomethylated"
"LINC00347","Hypomethylated"
"AL121759.1","Hypomethylated"
"AC079612.1","Hypomethylated"
"AC093835.1","Hypomethylated"
"TMEM184C","Hypomethylated"
"CXCR2P1","Hypomethylated"
"AC010230.1","Hypomethylated"
"HLA-DQB2","Hypomethylated"
"FAM151A","Hypomethylated"
"AL590093.1","Hypomethylated"
"LINC02661","Hypomethylated"
"RWDD2B","Hypomethylated"
"ARGFX","Hypomethylated"
"MIR711","Hypomethylated"
"AC007879.4","Hypomethylated"
"AC092162.2","Hypomethylated"
"AL161644.1","Hypomethylated"
"CTU2","Hypomethylated"
"RBM15-AS1","Hypomethylated"
"OR1L6","Hypomethylated"
"CXCL10","Hypomethylated"
"ALB","Hypomethylated"
"CCDC117","Hypomethylated"
"KRT73","Hypomethylated"
"MIR1284","Hypomethylated"
"LIPK","Hypomethylated"
"KRT8P38","Hypomethylated"
"AL365184.1","Hypomethylated"
"BX322559.1","Hypomethylated"
"COX10-AS1","Hypomethylated"
"Z97205.2","Hypomethylated"
"AC129510.1","Hypomethylated"
"AC139100.1","Hypomethylated"
"LINC00424","Hypomethylated"
"SNORD114-1","Hypomethylated"
"NCR1","Hypomethylated"
"FAM242A","Hypomethylated"
"OR11G2","Hypomethylated"
"IFT80","Hypomethylated"
"TBX19","Hypomethylated"
"PIP4P1","Hypomethylated"
"RNU6-921P","Hypomethylated"
"AP001189.4","Hypomethylated"
"AL512444.1","Hypomethylated"
"AC005692.2","Hypomethylated"
"OR4P4","Hypomethylated"
"EXOSC1","Hypomethylated"
"AC126323.2","Hypomethylated"
"AP002370.1","Hypomethylated"
"AC099489.3","Hypomethylated"
"HINT3","Hypomethylated"
"AC073352.1","Hypomethylated"
"TIMMDC1","Hypomethylated"
"AC084364.1","Hypomethylated"
"MTUS2-AS1","Hypomethylated"
"ELP6","Hypomethylated"
"RNPS1","Hypomethylated"
"MUC7","Hypomethylated"
"AC079340.2","Hypomethylated"
"LINC01735","Hypomethylated"
"TPM1-AS","Hypomethylated"
"PLCE1-AS1","Hypomethylated"
"AC108749.1","Hypomethylated"
"OR9K2","Hypomethylated"
"INSL5","Hypomethylated"
"ZNF563","Hypomethylated"
"C1orf146","Hypomethylated"
"AL161782.1","Hypomethylated"
"CPLX4","Hypomethylated"
"AC096633.1","Hypomethylated"
"ELSPBP1","Hypomethylated"
"AC022165.1","Hypomethylated"
"AL137785.1","Hypomethylated"
"LINC00443","Hypomethylated"
"AC108718.1","Hypomethylated"
"AC068050.1","Hypomethylated"
"LINC01277","Hypomethylated"
"SIGLEC7","Hypomethylated"
"CRYBB2","Hypomethylated"
"MS4A4A","Hypomethylated"
"DUSP2","Hypomethylated"
"AC012307.1","Hypomethylated"
"MIR122HG","Hypomethylated"
"MIR122","Hypomethylated"
"MIR3591","Hypomethylated"
"AURKC","Hypomethylated"
"AC093591.2","Hypomethylated"
"SIT1","Hypomethylated"
"SLCO6A1","Hypomethylated"
"AC073263.2","Hypomethylated"
"CABS1","Hypomethylated"
"DNAJC10","Hypomethylated"
"DIO1","Hypomethylated"
"IL10","Hypomethylated"
"FLACC1","Hypomethylated"
"NEGR1-IT1","Hypomethylated"
"UNC119","Hypomethylated"
"MNAT1","Hypomethylated"
"AL035467.2","Hypomethylated"
"AC055736.1","Hypomethylated"
"KRT90P","Hypomethylated"
"SEPHS2","Hypomethylated"
"IQCF6","Hypomethylated"
"ATP5ME","Hypomethylated"
"TPSD1","Hypomethylated"
"AC120498.2","Hypomethylated"
"AL121832.1","Hypomethylated"
"NUP133","Hypomethylated"
"C5orf58","Hypomethylated"
"AL356495.1","Hypomethylated"
"AC013436.1","Hypomethylated"
"AC074135.1","Hypomethylated"
"ZNF730","Hypomethylated"
"AC106782.5","Hypomethylated"
"RXFP2","Hypomethylated"
"CMPK1","Hypomethylated"
"AC005772.2","Hypomethylated"
"AL357054.5","Hypomethylated"
"AL512658.1","Hypomethylated"
"AL355994.3","Hypomethylated"
"DCAF10","Hypomethylated"
"CD33","Hypomethylated"
"RMND5B","Hypomethylated"
"AL450469.1","Hypomethylated"
"AC133963.1","Hypomethylated"
"ZNF483","Hypomethylated"
"RNASE3","Hypomethylated"
"Z82188.2","Hypomethylated"
"WEE2","Hypomethylated"
"GSTZ1","Hypomethylated"
"PTX4","Hypomethylated"
"SCUBE1-AS2","Hypomethylated"
"AL160291.1","Hypomethylated"
"SMC4","Hypomethylated"
"MIR15B","Hypomethylated"
"C7orf69","Hypomethylated"
"MCTS2P","Hypomethylated"
"ATP5MD","Hypomethylated"
"AC092115.2","Hypomethylated"
"CCP110","Hypomethylated"
"AP003071.1","Hypomethylated"
"MIR4726","Hypomethylated"
"AP003355.2","Hypomethylated"
"HSPA8P4","Hypomethylated"
"DNASE2","Hypomethylated"
"AC020934.2","Hypomethylated"
"AC009118.2","Hypomethylated"
"VAMP9P","Hypomethylated"
"LINC02340","Hypomethylated"
"LINC02417","Hypomethylated"
"OR2T8","Hypomethylated"
"SCEL-AS1","Hypomethylated"
"LINC02020","Hypomethylated"
"RPL29","Hypomethylated"
"AC022498.1","Hypomethylated"
"AC012462.1","Hypomethylated"
"ZFYVE1","Hypomethylated"
"AC093627.6","Hypomethylated"
"AL513412.1","Hypomethylated"
"AL390839.1","Hypomethylated"
"RN7SKP36","Hypomethylated"
"RNU6-735P","Hypomethylated"
"AL133297.1","Hypomethylated"
"AC007786.1","Hypomethylated"
"MIR4482","Hypomethylated"
"AC016553.1","Hypomethylated"
